event,text,class_label,event_type
2013_bangladesh_savar-building-collapse,"@BBCBreaking: Confirmed death toll after collapse of #Bangladesh garment factory rises above 800, as police continue search at site #sad",informative,accident
2013_bangladesh_savar-building-collapse,RT @IGLHR: Death toll reaches 820 at Bangladesh Rana Plaza Collapse.,informative,accident
2013_bangladesh_savar-building-collapse,"@nytimes: Bangladesh Factory Collapse Death Toll Hits 1,021  BUY AMERICAN MADE!  #safeworkingconditions",informative,accident
2013_bangladesh_savar-building-collapse,URGENT MEDICAL SUPPLIES NEEDED FOR #SAVAR BUILDING COLLAPSE VICTIMS: Details included in picture #Shahbag #Bangladesh ,informative,accident
2013_bangladesh_savar-building-collapse,"Sister pls donate for #savarTragedy victims in #Bangladesh.324 dead,1000+injured!Urgent help needed  @AmeenaMatthews",informative,accident
2013_bangladesh_savar-building-collapse,At 5:40 @RetailProphet says Cdn retailers must make changes after collapse of a garment factory in Bangladesh killing about 400 #cbctb,informative,accident
2013_bangladesh_savar-building-collapse,RT @gregmortenson: BANGLADESH Death toll climbs to 200+ in garment factory collapse where cheap clothes for WALMART &amp; SEARS are made ht鈥?en,,accident
2013_bangladesh_savar-building-collapse,Bangladesh rescue operation near end; collapse death toll at 1127 - Reuters ,informative,accident
2013_bangladesh_savar-building-collapse,@Brielle1101 Bangladesh building-collapse toll tops 600: Bangladesh building-collapse toll tops 600       Associated Pre...  @sizzxo,informative,accident
2013_bangladesh_savar-building-collapse,I posted 17 photos on Facebook in the album BANGLADESH : Dhaka collapse death toll passes 675 ,informative,accident
2013_bangladesh_savar-building-collapse,Bangladesh building collapse death toll surpasses 500: More than 500 bodies have been recovered from the Bangl... ,informative,accident
2013_bangladesh_savar-building-collapse,RT @combatjourno: Couple died in each others arms in Bangladesh building collapse incident. ,informative,accident
2013_bangladesh_savar-building-collapse,#news Behind Bangladesh's Rana Plaza Tragedy ,informative,accident
2013_bangladesh_savar-building-collapse,Oh God. RT @mariancw: A devastating photo from the Bangladesh factory collapse. It will shake you: ,informative,accident
2013_bangladesh_savar-building-collapse,RT @AP: Brands risk image in various responses to Bangladesh factory collapse:  -AB,informative,accident
2013_bangladesh_savar-building-collapse,Death toll from Bangladesh building collapse climbs to over 200 - latime...  #bangladesh #bdnews (via @bdnews_org),informative,accident
2013_bangladesh_savar-building-collapse,"RT @dailystarnews: #Savar Building Collapse: 2 more bodies retrieved, death toll now 1,119  #update",informative,accident
2013_bangladesh_savar-building-collapse,"RT @cnnbrk: Building's owner is 6th person arrested in connection with the collapse of a building in Bangladesh, killing 363. ",,accident
2013_bangladesh_savar-building-collapse,Dozens killed in Bangladesh building collapse: At least 82 people have died and 700 have been injured after an... ,informative,accident
2013_bangladesh_savar-building-collapse,"#bdnews #bangladesh Bangladesh building toll rises to 352, four arrested: DHAKA鈥擳wo factory bosses and two eng... ",informative,accident
2013_bangladesh_savar-building-collapse,RT @dougiepen: BBC News - Bangladesh Dhaka building collapse leaves 80 dead  / Price of cheap clothing,informative,accident
2013_bangladesh_savar-building-collapse,Rain disrupts salvage work in Bangladesh collapse - Houston Chronicle ,informative,accident
2013_bangladesh_savar-building-collapse,RT @GdnDevelopment: Bangladesh factory collapse: Will it prompt changes in the garment industry?   #globaldev,informative,accident
2013_bangladesh_savar-building-collapse,"RT @cnnbrk: Death toll in Bangladesh building collapse rises to 803, state news agency reports. ",informative,accident
2013_bangladesh_savar-building-collapse,"RT @BBCBreaking: At least 147 people confirmed dead in Bangladesh building collapse, as rescuers search for survivors ",informative,accident
2013_bangladesh_savar-building-collapse,"RT @ProgressBd: Statement of observer in #Dhaka: missing people, transporting of bodies and bloodied people. #Bangladesh... ",,accident
2013_bangladesh_savar-building-collapse,RT @nycjim: Death toll in #Bangladesh garment factory collapse now at 260; most were women.  via @reuters,informative,accident
2013_bangladesh_savar-building-collapse,RT @BBCWorld: Slave labour - Pope Francis (@Pontifex) denounces conditions of workers following #Bangladesh building collapse ,,accident
2013_bangladesh_savar-building-collapse,"RT @nycjim: After Nov. fire in #Bangladesh factory, Walmart shareholders voted against measure to require safety reports. ",,accident
2013_bangladesh_savar-building-collapse,"Army says 32 dead in Bangladesh building collapse: SAVAR, Bangladesh (AP) 鈥?An eight-story building housing se... ",informative,accident
2013_bangladesh_savar-building-collapse,"Re: the factory collapse in Bangladesh, Pope Francis calls one of the foundations of capitalism 鈥渟lavery鈥?",informative,accident
2013_bangladesh_savar-building-collapse,Bangladesh building owner faces murder complaint over collapse: The wife of a Bangladeshi garment worker who w... ,informative,accident
2013_bangladesh_savar-building-collapse,RT @WarOnWant: Never again. Demo tomorrow on Oxford St to demand compensation for the victims of the Bangladesh building collapse ,,accident
2013_bangladesh_savar-building-collapse,US raises workers' safety issue after Bangladesh building collapse: In the aftermath of a building colla...  #News,informative,accident
2013_bangladesh_savar-building-collapse,RT @guardiannews: Bangladesh factory collapse blamed on swampy ground and heavy machinery ,informative,accident
2013_bangladesh_savar-building-collapse,Wal-Mart Taps a Startup for a Window Into Bangladesh Factories - Businessweek  #Bangladesh,informative,accident
2013_bangladesh_savar-building-collapse,"#Breaking: 149 people listed as missing after Bangladesh building collapse, army general says - @AFP ",informative,accident
2013_bangladesh_savar-building-collapse,Pray for #bangladesh 馃檹,informative,accident
2013_bangladesh_savar-building-collapse,Thousands protest deadly collapse: Thousands protest the safety problems plaguing Bangladesh's garment industr... ,informative,accident
2013_bangladesh_savar-building-collapse,Death toll rises to 413 in Bangladesh building collapse | Bangkok Post: breakingnews ,informative,accident
2013_bangladesh_savar-building-collapse,RT @FoxNews: #UPDATE: Bangladesh workers confirm they have found and freed a survivor of building collapse after 17 days ,,accident
2013_bangladesh_savar-building-collapse,RT @BBCBreaking: Woman taken to military hospital after being pulled alive from building which collapsed in #Bangladesh 17 days ago ,,accident
2013_bangladesh_savar-building-collapse,"1000 deaths, 1 miracle at #Bangladesh factory:  @ilrf @wwunited @USAS @IndustriALL_GU #p2 #1u #labor #humanrights",informative,accident
2013_bangladesh_savar-building-collapse,RT @MayaVillage: Our heart goes out for the victims of the #Savar tragedy. We r trying to establish a fund for the women &amp; children aff鈥?en,,accident
2013_bangladesh_savar-building-collapse,BOycott ! 'MADEIN#Bangladesh' PRODUCTS  #india  #dkpol #love #lt #ff #nyc    @AJEnglish @CNN   @BBCNews @Reuters  ,informative,accident
2013_bangladesh_savar-building-collapse,RT @WilliamJHague: My thoughts are with those who have lost their lives following building collapse in Savar #Bangladesh,informative,accident
2013_bangladesh_savar-building-collapse,The @ChildrensPlace has blood on its hands in Bangladesh. Tell them to compensate Rana Plaza victims now:  via @USAS,informative,accident
2013_bangladesh_savar-building-collapse,"RT @josheidelson: RT @greenhousenyt: Bangladesh official says death toll from building collapse now tops 1,000. ",informative,accident
2013_bangladesh_savar-building-collapse,Bangladesh garment factory collapse kills at least 87: An eight-storey building where clothing for Joe Fresh a... ,informative,accident
2013_bangladesh_savar-building-collapse,"RT @CP24: UPDATED: Death toll from factory collapse in Bangladesh passes 1,000 ",informative,accident
2013_bangladesh_savar-building-collapse,RT @jianghomeshi: Distance is arbitrary. Connection is the true state of being. #Bangladesh death toll is now 200+. Let's keep focus. This 鈥?en,,accident
2013_bangladesh_savar-building-collapse,"RT @EllenBraitman: Petition Demands #Gap, #H&amp;M Sign #Bangladesh Factory Safety Plan ",informative,accident
2013_bangladesh_savar-building-collapse,#HelpVictims #SaveHumanity @MamunCtgbd14: Death toll rises 352 in #Bangladesh Factory Collapse!!! Injured 1000+ #PrayForSavar,informative,accident
2013_bangladesh_savar-building-collapse,"Profile of Md Sohel Rana, owner of the collapsed building in #Bangladesh that killed 500+. ",informative,accident
2013_bangladesh_savar-building-collapse,149 still missing in deadly Bangladesh building collapse: Rescuers found more bodies in the concrete debris of... ,informative,accident
2013_bangladesh_savar-building-collapse,This photo of the Bangladesh building collapse is absolutely chilling. (AP PHOTO)  ,informative,accident
2013_bangladesh_savar-building-collapse,Collapsed Factory Was Built Without Permit  In-depth reporting from @WSJ @TomWrightAsia on #savar tragedy,informative,accident
2013_bangladesh_savar-building-collapse,"As comsumers, what do we do? RT 鈥淍jianghomeshi: Death toll in #Bangladesh... over 1,000.. one of the worst industrial disasters in history",informative,accident
2013_bangladesh_savar-building-collapse,"Factory building collapse in Bangladesh kills 149: SAVAR, Bangladesh (AP) 鈥?Workers trapped in the wreckage of... ",informative,accident
2013_bangladesh_savar-building-collapse,SAD! Hundreds killed in Bangladesh factory collapse ,informative,accident
2013_bangladesh_savar-building-collapse,RT @lucia_graves: Jesus RT @Salon: Death toll of Bangladesh building collapse tops 700 ,informative,accident
2013_bangladesh_savar-building-collapse,RT @nycjim: Horrific building collapse in Bangladesh. Housed garment factories. ~100 dead.   ,informative,accident
2013_bangladesh_savar-building-collapse,The high cost of our cheap clothes: The sad fact behind the building collapse in Bangladesh in whch hundreds d... ,informative,accident
2013_bangladesh_savar-building-collapse,RT @HuffPostUK: Bosses at Primark shocked and saddened to hear of the deaths of almost 150 people at Bangladesh factory collapse  ,,accident
2013_bangladesh_savar-building-collapse,RT @htTweets: 500 feared dead in Bangladesh building collapse as pope slams 'slave labour'  #ht,informative,accident
2013_bangladesh_savar-building-collapse,"Bangladesh to end search for collapse victims: DHAKA, Bangladesh (AP) 鈥?Bangladesh鈥檚 military is ending its se... ",informative,accident
2013_bangladesh_savar-building-collapse,RT @ibnlive: Canadian company to compensate Bangladesh building collapse victims  #Bangladesh,informative,accident
2013_bangladesh_savar-building-collapse,"#RNN l #Bangladesh l Bangladesh rescue operation near end; collapse death toll at 1,127  A series of deadly... ",informative,accident
2013_bangladesh_savar-building-collapse,RT @janisctv: Head of official inquiry into Bangladesh factory collapse says building's owner was the main culprit  @鈥?en,,accident
2013_bangladesh_savar-building-collapse,"149 die, more cry for help at Bangladesh collapse ",informative,accident
